Title,Score,ProgressChapter,ProgressVolumes,Type
AIKI,0,98,14,MANGA
Helter Skelter,0,9,1,MANGA
Ohayou, Ibarahime,0,26,6,MANGA
Koi wo Suru no ga Shigoto desu.,0,24,3,MANGA
Kono Shima ni wa Midara de Jaaku na Mono ga Sumu,0,50,9,MANGA
Countrouble,0,37,7,MANGA
Konya mo Nemurenai,0,19,3,MANGA
Dr. Stone reboot: Byakuya,0,9,1,MANGA
Fate/kaleid liner Prisma☆Illya,0,13,2,MANGA
Nenene,0,7,1,MANGA
Sunny,0,37,6,MANGA
Meteor Methuselah,0,66,11,MANGA
Date A Live,0,148,22,NOVEL
Superior,0,28,9,MANGA
Kimetsu no Yaiba: Tomioka Giyuu Gaiden,0,2,0,MANGA
Madoromi-chan ga Iku.,0,24,2,MANGA
Harem Manga no Shujinkou daga Gay nano de Mainichi ga Tsurai,0,1,0,ONE_SHOT
Marie no Kanaderu Ongaku,0,16,2,MANGA
Oya ga Urusai node Kouhai (♀) to Gisou Kekkon shitemita.,0,5,1,MANGA
It's My Life,0,78,11,MANGA
Monogatari Series: Final Season,0,231,6,NOVEL
Suzumiya Haruhi no Yuuutsu,0,105,20,MANGA
Hadi Girl,0,30,5,MANGA
Gou-Dere Bishoujo Nagihara Sora,0,24,4,MANGA
Watashi no Ookami-kun,0,18,4,MANGA
Heroine Shikkaku,0,42,10,MANGA
Sotsugyousei,0,16,2,MANGA
Shounen Shoujo,0,16,3,MANGA
Monku no Tsukeyou ga Nai Love Come,0,53,4,MANGA
Heart no Kuni no Alice: Wonderful Wonder World,0,36,6,MANGA
Golden Boy,0,104,10,MANGA
Ninja Shinobu-san no Junjou,0,30,5,MANGA
Asa Made Jugyou Chu!,0,49,4,MANGA
Hen Koi!,0,9,1,MANGA
Double Arts,0,24,3,MANGA
Kekkai Sensen,0,33,10,MANGA
Ano Ko ni Kiss to Shirayuri wo,0,50,10,MANGA
Hoshi Mamoru Inu,0,4,1,MANGA
Magico,0,68,8,MANGA
Watashitachi wa Koi wo Shiranai,0,28,3,MANGA
Yami no Koe,0,7,1,MANGA
Oogami-san, Dadamore desu.,0,38,7,MANGA
Black Bullet,0,20,4,MANGA
Change 123,0,60,12,MANGA
Saint Seiya,0,110,28,MANGA
Dr. Slump,0,236,18,MANGA
Old Boy,0,80,8,MANGA
Seishun Pop!,0,47,6,MANGA
Samurai Deeper Kyo,0,307,38,MANGA
Gyaru☆Kuri!,0,25,2,MANGA
Robot x Laserbeam,0,62,7,MANGA
Kurogane,0,70,8,MANGA
Shameless Purple Haze: JoJo's Bizarre Adventure,0,8,1,NOVEL
Kaijuu no Kodomo,0,43,5,MANGA
Goblin Slayer: Brand New Day,0,12,2,MANGA
Tokyo Babylon,0,18,7,MANGA
Higurashi no Naku Koro ni Watanagashi-hen,0,12,2,MANGA
Recipe no Ouji-sama,0,8,1,MANGA
Soredemo Boku wa Kimi ga Suki,0,44,7,MANGA
Yumemiru Taiyou,0,53,10,MANGA
Denki-Gai no Honya-san,0,107,15,MANGA
Ore to Kawazu-san no Isekai Hourouki,0,40,4,MANGA
Bartender,0,166,21,MANGA
Magic Knight Rayearth,0,15,3,MANGA
Takemitsu Zamurai,0,83,8,MANGA
Boku to Kimi no Taisetsu na Hanashi,0,36,7,MANGA
Tomodachi no Hanashi,0,4,1,MANGA
Hanjuku Joshi,0,18,2,MANGA
Buddha,0,66,14,MANGA
Hetakoi,0,61,10,MANGA
Saikin Kono Sekai wa Watashi dake no Mono ni Narimashita......,0,85,4,MANGA
Panlong,0,170,0,MANGA
Green Worldz,0,114,8,MANGA
Kidou Senshi Gundam: The Origin,0,112,24,MANGA
Veritas,0,81,10,MANGA
Koe de Oshigoto!,0,60,10,MANGA
Fate/stay night,0,82,20,MANGA
Aphorism,0,84,14,MANGA
Akuma no Riddle,0,48,5,MANGA
Ibara no Ou,0,37,6,MANGA
●Rec,0,1,0,MANGA
Youkai Kyoushitsu,0,7,1,MANGA
In Bura!: Bishoujo Kyuuketsuki no Hazukashii Himitsu,0,15,2,MANGA
Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,0,125,12,NOVEL
Shinrei Tantei Yakumo,0,65,14,MANGA
Piano no Mori,0,242,26,MANGA
Shinobi Life,0,64,13,MANGA
Narutaru,0,67,12,MANGA
Ousama Game: Kigen,0,30,6,MANGA
Basara,0,107,27,MANGA
Tokyo Mew Mew,0,32,7,MANGA
Kishibe Rohan Louvre e Iku,0,1,0,ONE_SHOT
Sakigake!! Cromartie Koukou,0,335,17,MANGA
Bakemono Recchan,0,1,0,ONE_SHOT
Cross Account,0,28,4,MANGA
Zelda no Densetsu: Toki no Ocarina,0,18,2,MANGA
Kill la Kill,0,17,3,MANGA
Sensei Lock On!,0,35,2,MANGA
Maison Ikkoku,0,162,15,MANGA
Kakushigoto,0,0,12,MANGA
Toaru Majutsu no Index: New Testament,0,183,23,NOVEL
Aa! Megami-sama!,0,308,48,MANGA
29 to JK,0,29,6,MANGA
Tale of Fairy Tail: Ice Trail,0,15,2,MANGA
Harapeko no Marie,0,33,4,MANGA
Princess Lucia,0,39,5,MANGA
Yakushoku Distpiari,0,35,5,MANGA
Saishuu Heiki Kanojo,0,72,7,MANGA
Corpse Party: Blood Covered,0,47,10,MANGA
Versailles no Bara,0,98,14,MANGA
Clockwork Planet,0,51,10,MANGA
+Anima,0,59,10,MANGA
Koharu no Hibi,0,24,4,MANGA
Sora wa Akai Kawa no Hotori,0,96,28,MANGA
Shinshi Doumei Cross,0,64,11,MANGA
Hana Yori Dango,0,244,37,MANGA
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,0,55,11,MANGA
Tenshi Kinryouku,0,120,20,MANGA
Boku wa Ohimesama ni Narenai,0,30,3,MANGA
Rozen Maiden,0,46,8,MANGA
T-Rex na Kanojo,0,27,2,MANGA
Ijousha no Ai,0,74,6,MANGA
Gantz:G,0,18,3,MANGA
Otomen,0,74,18,MANGA
Kodomo no Omocha,0,54,10,MANGA
Makai Ouji: Devils and Realist,0,96,15,MANGA
Nejimaki Kagyu,0,159,16,MANGA
Swap ⇔ Swap,0,52,4,MANGA
Haikyuu!!,0,1,0,ONE_SHOT
AKB49: Renai Kinshi Jourei,0,263,29,MANGA
Usotsuki Lily,0,119,17,MANGA
Monster Hunter Orage,0,14,4,MANGA
Koimoku,0,20,5,MANGA
Isekai Death Game ni Tensou sarete Tsurai,0,18,3,MANGA
Sakurasou no Pet na Kanojo,0,0,13,NOVEL
Okitegami Kyouko no Bibouroku,0,19,5,MANGA
Osake wa Fuufu ni Natte kara,0,132,12,MANGA
Kimi Note,0,7,1,MANGA
Switch Girl!!,0,170,25,MANGA
Usotsuki Mii-kun to Kowareta Maa-chan: Totteoki no Uso,0,5,1,MANGA
Himitsu no Akuma-chan,0,16,3,MANGA
Barajou no Kiss,0,42,9,MANGA
Tobaku Datenroku Kaiji,0,131,13,MANGA
Aishiteruze Baby★★,0,33,7,MANGA
Naruto,0,1,0,ONE_SHOT
Yuureitou,0,80,9,MANGA
Usogui,0,539,49,MANGA
Onihime VS,0,27,4,MANGA
Beauty Pop,0,57,10,MANGA
SE,0,37,4,MANGA
Kimi ni Shika Kikoenai,0,5,1,MANGA
Innocent Rouge,0,88,12,MANGA
ReRe Hello,0,43,11,MANGA
RATMAN,0,61,12,MANGA
Busou Renkin,0,83,10,MANGA
Wanted!,0,5,1,MANGA
Working!!,0,252,13,MANGA
Gamble Fish,0,168,19,MANGA
Yomeiro Choice,0,41,6,MANGA
Tekkon Kinkreet,0,33,3,MANGA
Pretty Face,0,53,6,MANGA
Madan no Ou to Vanadis,0,51,10,MANGA
Gaegat-i Salja,0,35,0,MANGA
Darker than Black,0,9,2,MANGA
Isekai wo Seigyo Mahou de Kirihirake!,0,36,4,MANGA
Vitamin,0,3,1,MANGA
Life,0,80,20,MANGA
Aka Akatoretachi no Monogatari,0,103,6,MANGA
Kimi wa Pet,0,82,14,MANGA
Full Metal Panic!,0,58,9,MANGA
Ares,0,207,26,MANGA
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,0,13,3,MANGA
Dogs,0,6,1,MANGA
Billionaire Girl,0,17,3,MANGA
Sakura Trick,0,84,8,MANGA
Akagi: Yami ni Oritatta Tensai,0,306,36,MANGA
Starlike Words,0,6,1,MANGA
Nande Ikiteru ka Wakaranai Hito: Izumi Sumi 25-sai,0,28,2,MANGA
Saike Mata Shite mo,0,142,15,MANGA
Shaman King Kanzenban,0,33,1,MANGA
New Grappler Baki: In Search of Our Strongest Hero,0,276,31,MANGA
Hori-san to Miyamura-kun,0,140,10,MANGA
Kanshikan Tsunemori Akane,0,27,6,MANGA
Rising x Rydeen,0,29,6,MANGA
Shinsekai yori,0,27,7,MANGA
Gon,0,24,7,MANGA
Hakaiju,0,82,21,MANGA
Gokusen,0,159,15,MANGA
Detroit Metal City,0,113,10,MANGA
Kono Subarashii Sekai ni Bakuen wo!,0,21,5,MANGA
Shindere Shoujo to Kodoku na Shinigami,0,20,3,MANGA
Oniichan☆Control,0,31,5,MANGA
Touch,0,257,26,MANGA
Ai Kora,0,120,12,MANGA
Kurokami,0,142,19,MANGA
Himizu,0,43,4,MANGA
Rokka no Yuusha,0,0,6,NOVEL
Koisuru Yankee Girl,0,74,5,MANGA
Fushigi Yuugi,0,106,18,MANGA
Umineko no Naku Koro ni Episode 2: Turn of the Golden Witch,0,28,5,MANGA
Mizutama Honey Boy,0,52,10,MANGA
Darling in the FranXX!,0,73,0,MANGA
Denei Shoujo,0,131,15,MANGA
Ore no Imouto ga Konna ni Kawaii Wake ga Nai,0,26,4,MANGA
Moujuusei Shounen Shoujo,0,20,3,MANGA
Kotonoha no Niwa,0,7,1,MANGA
Misu Misou,0,22,3,MANGA
not simple,0,14,1,MANGA
Code Geass: Hangyaku no Lelouch,0,40,8,MANGA
Asu no Yoichi!,0,58,15,MANGA
Basilisk: Kouga Ninpouchou,0,34,5,MANGA
Higurashi no Naku Koro ni Tatarigoroshi-hen,0,13,2,MANGA
Pastel,0,219,44,MANGA
Shikei Shikkouchuu Datsugoku Shinkouchuu,0,7,1,MANGA
School Days,0,12,2,MANGA
Geu Kkeute Inneun Geot,0,57,0,MANGA
Bad Company,0,10,1,MANGA
Saiteihen no Otoko,0,14,3,MANGA
City Hunter,0,193,35,MANGA
Katekyo!,0,26,4,MANGA
Aoharu X Kikanjuu,0,78,18,MANGA
All You Need is Kill,0,4,1,NOVEL
Mouryou no Yurikago,0,41,6,MANGA
Mirai Nikki Redial,0,2,1,MANGA
Kuchibiru Tameiki Sakura Iro,0,14,2,MANGA
Suiiki,0,12,2,MANGA
Hatsukoi Limited,0,32,4,MANGA
GE: Good Ending,0,1,0,ONE_SHOT
Kaibutsu Oujo,0,87,20,MANGA
Boku wa Tomodachi ga Sukunai,0,145,11,NOVEL
Houkago Hokenshitsu,0,39,10,MANGA
Rutta to Kodama,0,21,3,MANGA
Hetalia Axis Powers,0,0,6,MANGA
Shinozaki-san Ki wo Ota Shika ni!,0,47,9,MANGA
Yuzumori-san,0,33,5,MANGA
Uwagaki,0,21,4,MANGA
Otouto no Otto,0,28,4,MANGA
Kagerou Daze,0,81,8,NOVEL
Hazuki Kanon wa Amakunai.,0,38,3,MANGA
MÄR,0,161,15,MANGA
Shaman King: Flowers,0,29,6,MANGA
Seiken no Blacksmith,0,62,10,MANGA
Kon no Ki Konoha,0,1,0,ONE_SHOT
Ginga Patrol Jako,0,12,1,MANGA
Hana no Miyako de,0,5,1,MANGA
Game Over,0,8,1,MANGA
Shishunki no Iron Maiden,0,41,5,MANGA
Bradherley no Basha,0,8,1,MANGA
Moe Kare!!,0,35,7,MANGA
Hanayome wa Moto Danshi.,0,9,1,MANGA
Reversible!,0,15,3,MANGA
Fate/kaleid liner Prisma☆Illya 2wei!,0,27,5,MANGA
Tsurezure Biyori,0,18,3,MANGA
Medaka Box,0,1,0,ONE_SHOT
Grashros,0,47,5,MANGA
Akuyaku Reijo nano de Last Boss wo Kattemimashita,0,17,3,MANGA
Variante - Requiem for the World,0,19,4,MANGA
Hentai Elf to Majime Orc,0,15,1,MANGA
Isekai Onsen ni Tensei shita Ore no Kounou ga Tondemosugiru,0,22,4,MANGA
Jingai no Yome to Ichaicha Suru: Anthology Comic,0,17,2,MANGA
Come Come Vanilla!,0,18,3,MANGA
Manhole,0,29,3,MANGA
Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!,0,39,7,MANGA
Shokugeki no Souma: Le Dessert,0,3,0,MANGA
After Hours,0,17,3,MANGA
Enigma,0,56,7,MANGA
Fairy Tail x Nanatsu no Taizai Christmas Special,0,1,0,ONE_SHOT
Nisekoi,0,1,0,ONE_SHOT
Cavalier of the Abyss,0,150,0,MANGA
Fukumenkei Noise,0,104,18,MANGA
Ningen Isu,0,1,0,ONE_SHOT
Abarenbou Kareshi,0,5,1,MANGA
Tensei Ouji wa Daraketai,0,26,3,MANGA
Rekka no Honoo,0,329,33,MANGA
Deep Love: Ayu no Monogatari,0,8,2,MANGA
The Fable,0,240,0,MANGA
Negative Happy Chainsaw Edge,0,8,2,MANGA
Sakurasou no Pet na Kanojo,0,49,8,MANGA
Boku no Hatsukoi wo Kimi ni Sasagu,0,67,12,MANGA
Neoran Namja,0,88,0,MANGA
Cowboy Bebop,0,11,3,MANGA
Feng Shen Ji II,0,64,0,MANGA
Midara na Ao-chan wa Benkyou ga Dekinai,0,39,8,MANGA
Saint Seiya: The Lost Canvas - Meiou Shinwa,0,223,25,MANGA
Otaku no Musume-san,0,63,11,MANGA
Jormungand,0,70,11,MANGA
Emanon - Sasurai Emanon Episode: 1,0,8,1,MANGA
Jinrou Game,0,18,3,MANGA
Tokyo Shinobi Squad,0,27,3,MANGA
Mitsuboshi Colors,0,73,8,MANGA
Jugeume Gwanhayeo,0,27,2,MANGA
Saenai Heroine no Sodatekata: Koisuru Metronome,0,64,10,MANGA
Oddman 11,0,50,2,MANGA
Densha Otoko: Net Hatsu, Kakueki Teisha no Love Story,0,27,3,MANGA
Oukoku Game,0,33,5,MANGA
Kongou Banchou,0,114,12,MANGA
Akarui Sekai Keikaku,0,23,3,MANGA
World Embryo,0,97,13,MANGA
Shingeki no Kyojin: Lost Girls,0,10,2,MANGA
Seikon no Qwaser,0,119,24,MANGA
Bandai Kaname wa Asobitai,0,24,4,MANGA
Rotte no Omocha!,0,70,9,MANGA
Koi no Kami-sama: Komi Naoshi Tanpenshuu,0,6,1,MANGA
Tokyo Akazukin,0,27,4,MANGA
Henshin Ganbou!,0,1,0,ONE_SHOT
One Piece Strong World 0,0,1,0,ONE_SHOT
Hajimari no Niina,0,22,4,MANGA
Mudazumo Naki Kaikaku,0,144,16,MANGA
Kasa no Shita, Futari,0,6,1,MANGA
Darker than Black: Shikkoku no Hana,0,33,4,MANGA
Danganronpa/Zero,0,33,2,NOVEL
All Rounder Meguru,0,178,19,MANGA
Ai Yori Aoshi,0,153,17,MANGA
Clover,0,20,4,MANGA
Love/Death,0,8,1,MANGA
Birdmen,0,80,16,MANGA
Miageru to Kimi wa,0,33,4,MANGA
Ouroboros,0,144,24,MANGA
Let's Lagoon,0,66,6,MANGA
Goodbye! Isekai Tensei,0,18,4,MANGA
Higurashi no Naku Koro ni Kai Meakashi-hen,0,21,4,MANGA
Higurashi no Naku Koro ni Himatsubushi-hen,0,9,2,MANGA
Accel World,0,42,8,MANGA
Idol Pretender,0,15,3,MANGA
Brawling Go!,0,153,0,MANGA
Arisa,0,46,12,MANGA
Tsumi to Kai,0,59,6,MANGA
Kanojo no Kagi wo Akeru Houhou,0,70,9,MANGA
Seishun Forget!,0,20,4,MANGA
Chichi to Hige-Gorilla to Watashi,0,98,7,MANGA
Kitchen no Ohimesama,0,50,10,MANGA
Hanma Baki,0,312,37,MANGA
Maou na Ore to Fushihime no Yubiwa,0,19,3,MANGA
Kimi no Knife,0,71,10,MANGA
Danganronpa Gaiden: Killer Killer,0,14,3,MANGA
Kamikaze Kaitou Jeanne,0,36,7,MANGA
Zelda no Densetsu: Majora no Kamen,0,10,1,MANGA
Umineko no Naku Koro ni Episode 3: Banquet of the Golden Witch,0,22,5,MANGA
Mawang-eul Wihan Donghwa,0,59,0,MANGA
ES,0,83,8,MANGA
Hakoiri Drops,0,85,6,MANGA
Eiga Koe no Katachi Special Book,0,1,1,MANGA
O! Juyesuyeo,0,141,0,MANGA
Yuki no Shita no Qualia,0,7,1,MANGA
Saiyuuki,0,55,9,MANGA
Tanaka: Nenrei Equal Kanojo Inaireki no Mahoutsukai The Comic,0,22,3,MANGA
Yunagi no Machi Sakura no Kuni,0,3,1,MANGA
Alive,0,10,1,MANGA
Kuro no Souzou Shoukanshi: Tenseisha no Hangyaku,0,26,3,MANGA
Kingdom Hearts: Chain of Memories,0,13,2,MANGA
Kin no Kanojo Gin no Kanojo,0,50,10,MANGA
Kyou no Asuka Show,0,48,4,MANGA
Ito Junji Kyoufu Manga Collection: Flesh-Colored Horror,0,6,1,MANGA
Kimi ni Koi Shite Ii Desu ka.,0,14,2,MANGA
Shokuryou Jinrui: Starving Anonymous,0,64,7,MANGA
Blue Heaven,0,27,3,MANGA
Zai x 10,0,51,4,MANGA
Zombie-Loan,0,83,13,MANGA
Yakitate!! Japan,0,242,26,MANGA
Spirit Migration,0,27,3,MANGA
L: Change the World,0,38,1,NOVEL
Kingdom Hearts II,0,69,10,MANGA
Yamato Nadeshiko Shichi Henge,0,148,36,MANGA
Torikagosou no Kyou mo Nemutai Juunintachi,0,21,3,MANGA
Tengen Toppa Gurren Lagann,0,65,10,MANGA
Life is Money,0,15,3,MANGA
Ore no Imouto ga Konna ni Kawaii Wake ga Nai,0,56,12,NOVEL
Kami no Shizuku,0,439,44,MANGA
Mahou Shoujo Oriko★Magica,0,7,2,MANGA
Mimi no Kaidan,0,6,1,MANGA
Cross Epoch,0,1,0,ONE_SHOT
Golden Time,0,52,9,MANGA
Semete, Ano Yuki no You ni,0,1,0,ONE_SHOT
Codename wa Sailor V,0,15,3,MANGA
Mahou Tsukai Kurohime,0,87,18,MANGA
Zombie Powder.,0,27,4,MANGA
Isekai Goumon Hime,0,15,3,MANGA
Kanojo ni Naru Hi: Another,0,20,4,MANGA
MeruPuri: Märchen☆Prince,0,22,4,MANGA
Ai-Ren,0,43,5,MANGA
Fu-fu,0,18,2,MANGA
Tobaku Hakairoku Kaiji,0,134,13,MANGA
Another,0,21,2,NOVEL
Emerging,0,22,2,MANGA
Kami no Kodomo,0,11,1,MANGA
Houkago x Ponytail,0,6,1,MANGA
Bloody Monday Season 2,0,68,8,MANGA
Heads,0,36,4,MANGA
Ito Junji Kyoufu Manga Collection: Kao Dorobou,0,6,1,MANGA
Umineko no Naku Koro ni Chiru Episode 5: End of the Golden Witch,0,27,6,MANGA
Samurai Champloo,0,10,2,MANGA
Iinazuke Kyoutei,0,57,11,MANGA
Marmalade Boy,0,40,8,MANGA
Tsuki Tsuki!,0,43,7,MANGA
Saenai Heroine no Sodatekata,0,42,8,MANGA
Haru no Houtai Shoujo,0,17,4,MANGA
Mahou Shoujo Kazumi★Magica: The Innocent Malice,0,23,5,MANGA
Shin Yami no Koe: Kaidan,0,7,1,MANGA
Coppelion,0,226,26,MANGA
Berserk: Shinen no Kami 2,0,1,0,ONE_SHOT
Taboo-Tattoo,0,80,13,MANGA
Toshiue no Hito,0,44,6,MANGA
Habaegui Sinbu,0,176,24,MANGA
Zekkyou Gakkyuu,0,81,20,MANGA
Lilim Kiss,0,24,2,MANGA
Ashitaba-san Chi no Muko Kurashi,0,60,7,MANGA
Angelic Layer,0,27,5,MANGA
Mairunovich,0,82,12,MANGA
Shingeki no Kyojin Volume 0,0,1,1,MANGA
GetBackers,0,344,39,MANGA
Puppy Lovers,0,49,3,MANGA
Alien 9,0,30,3,MANGA
Aruku Hito,0,18,1,MANGA
Wanjeon Mukyeol-hage Saro Japhida,0,49,6,MANGA
Bokutachi ga Yarimashita,0,87,9,MANGA
Hungry Joker,0,24,3,MANGA
Ichiban Ushiro no Daimaou,0,50,5,MANGA
Shino-chan wa Jibun no Namae ga Ienai,0,11,1,MANGA
Netgame no Yome wa Onna no Ko ja nai to Omotta?,0,46,8,MANGA
Midnight Secretary,0,35,7,MANGA
Doumu,0,6,1,MANGA
Jackals,0,56,7,MANGA
Mino-san no Sore, Sawattemo Ii?,0,35,2,MANGA
Umineko no Naku Koro ni Episode 4: Alliance of the Golden Witch,0,29,6,MANGA
Dakara Boku wa, H ga Dekinai.,0,28,5,MANGA
Yosuga no Sora,0,14,2,MANGA
Kannagi,0,84,12,MANGA
Back Street Girls: Gokudolls,0,144,12,MANGA
Not Lives,0,54,10,MANGA
Yuki to Sumi,0,12,1,MANGA
Arigatou,0,47,4,MANGA
Kaikisen,0,7,1,MANGA
Saikin, Imouto no Yousu ga Chotto Okashiinda ga.,0,58,11,MANGA
Endou-kun no Kansatsu Nikki,0,5,1,MANGA
Shitsurakuen,0,24,6,MANGA
Shut Hell,0,90,14,MANGA
Hanebado!,0,79,16,MANGA
Hoozuki no Shima,0,27,4,MANGA
Rengoku no Karma,0,40,5,MANGA
Seiyuu Ka!,0,70,12,MANGA
Persona 3,0,50,11,MANGA
Junketsu Drop,0,6,1,MANGA
Ibitsu,0,63,7,MANGA
Kumika no Mikaku,0,39,6,MANGA
Shuumatsu no Laughter,0,5,1,MANGA
Haru x Kiyo,0,38,9,MANGA
Boku to Kanojo no Koi Log,0,19,3,MANGA
High Risk Mission Therapy,0,75,5,MANGA
Tadashii Kodomo no Tsukurikata!,0,68,7,MANGA
Kure-nai,0,55,10,MANGA
Haru to Natsu,0,31,5,MANGA
K: Memory of Red,0,16,3,MANGA
Olimpos,0,12,2,MANGA
Berserk Prototype,0,1,0,ONE_SHOT
Kanojo to Kanojo no Neko,0,5,1,MANGA
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,0,37,7,MANGA
Saguri-chan Tankentai,0,40,4,MANGA
.hack//Tasogare no Udewa Densetsu,0,22,3,MANGA
H2,0,338,34,MANGA
Worst,0,131,33,MANGA
Yuria 100 Shiki,0,101,12,MANGA
Boku no Chikyuu wo Mamotte,0,138,21,MANGA
Lonely Wolf, Lonely Sheep,0,5,1,MANGA
Rokudenashi Blues,0,422,42,MANGA
Otome Danshi ni Koisuru Otome,0,612,5,MANGA
Koisuru Harinezumi,0,25,5,MANGA
Suijin no Hanayome,0,45,11,MANGA
Shokugeki no Sanji,0,1,0,ONE_SHOT
Masamune-kun no Revenge After School,0,7,1,MANGA
Urusei Yatsura,0,366,34,MANGA
Gunsmith Cats,0,75,8,MANGA
Kokoro Connect,0,91,11,NOVEL
Torako, Anmari Kowashicha Dame da yo,0,21,2,MANGA
Biorg Trinity,0,60,14,MANGA
Needless,0,114,16,MANGA
Jolyne, Gucci de Tobu,0,1,0,ONE_SHOT
God Child,0,48,8,MANGA
Koukyoushihen Eureka Seven,0,23,6,MANGA
360° Material,0,32,8,MANGA
Higurashi no Naku Koro ni Kai Tsumihoroboshi-hen,0,16,4,MANGA
Absolute Duo,0,24,4,MANGA
Kamigami no Itadaki,0,47,5,MANGA
Level E,0,16,3,MANGA
Shoujo Kakumei Utena,0,24,5,MANGA
Sugar Dark: Umerareta Yami to Shoujo,0,19,4,MANGA
Magi no Okurimono,0,6,1,MANGA
Blood+,0,20,5,MANGA
Sword Art Online: Fairy Dance,0,14,3,MANGA
Wallman,0,22,3,MANGA
Gosan no Heart,0,6,1,MANGA
Imori 201,0,40,5,MANGA
Nagato Yuki-chan no Shoushitsu,0,79,10,MANGA
Sidooh,0,266,25,MANGA
Sensei no Bulge,0,16,2,MANGA
Kingdom Hearts: 358/2 Days,0,35,5,MANGA
Honey,0,41,8,MANGA
Jiraishin,0,72,19,MANGA
Gokujou Drops,0,25,3,MANGA
Ookamidomo no Shitsukekata,0,5,1,MANGA
Ghost Hunt,0,57,12,MANGA
Tight-rope,0,6,1,MANGA
Try! Try! Try!,0,1,0,ONE_SHOT
Amatsuki,0,158,24,MANGA
Naruto Shinden Series (2015),0,11,3,NOVEL
Hone ga Kusaru made,0,98,7,MANGA
Ayako,0,19,3,MANGA
Kanojo wo Mamoru 51 no Houhou,0,49,5,MANGA
Tsumitsuki,0,5,1,MANGA
Ousama Game Shuukyoku,0,60,5,MANGA
Kininaru Mori-san,0,12,1,MANGA
Nejimaki Seirei Senki: Tenkyou no Alderamin,0,32,7,MANGA
Skyhigh,0,10,2,MANGA
Iryuu: Team Medical Dragon,0,210,25,MANGA
JoJo's Bizarre Adventure Over Heaven,0,82,1,NOVEL
P to JK,0,67,16,MANGA
Hidan no Aria,0,93,16,MANGA
Mangaka-san to Assistant-san to 2,0,13,1,MANGA
Shishunki Renaissance! David-kun,0,37,4,MANGA
Shishunki na Adam: Evil Eyes,0,33,4,MANGA
The One,0,110,18,MANGA
Zettai Heiwa Daisakusen,0,20,4,MANGA
Seirei Tsukai no Blade Dance,0,43,6,MANGA
Momochi-san Chi no Ayakashi Ouji,0,64,16,MANGA
Kisei Kanojo Sana - Parasistence Sana,0,12,2,MANGA
Shinryaku! Ika Musume,0,418,22,MANGA
NHK ni Youkoso!,0,11,1,NOVEL
Soredemo Machi wa Mawatteiru,0,138,16,MANGA
Tsubasa to Hotaru,0,53,11,MANGA
Mousugu Shinu Hito,0,16,4,MANGA
Seizon -LifE-,0,23,3,MANGA
Pajama na Kanojo.,0,26,3,MANGA
Ressentiment,0,49,4,MANGA
Chi's Sweet Home,0,219,12,MANGA
Ookami no Kuchi: Wolfsmund,0,37,8,MANGA
Ashita Dorobou,0,31,4,MANGA
Hana ni Arashi,0,11,2,MANGA
Kyoudai hodo Chikaku Tooimono wa Nai,0,123,6,MANGA
Route End,0,55,8,MANGA
Kanata Kara,0,56,14,MANGA
Taimashi to Akuma-chan,0,60,4,MANGA
Himegoto,0,60,6,MANGA
Fujimi Lovers,0,15,3,MANGA
Umineko no Naku Koro ni Chiru Episode 8: Twilight of the Golden Witch,0,42,9,MANGA
Wish,0,26,4,MANGA
Seikoku no Ryuu Kishi,0,66,13,MANGA
Onidere,0,138,11,MANGA
Tobaku Datenroku Kaiji: Kazuya-hen,0,100,10,MANGA
Blue Giant,0,80,10,MANGA
Black★Rock Shooter: Innocent Soul,0,12,3,MANGA
Toujuushi Bestialious,0,54,7,MANGA
Karakuri Circus,0,426,43,MANGA
Kanokon,0,47,9,MANGA
Full Metal Panic! Sigma,0,90,19,MANGA
Kono S wo, Mi yo!: Cupid no Itazura,0,155,15,MANGA
Reigen,0,7,1,MANGA
Saenai Heroine no Sodatekata,0,120,13,NOVEL
Vassalord.,0,36,7,MANGA
Zero no Tsukaima,0,36,7,MANGA
Sumire♡16-sai!!,0,52,5,MANGA
Crepuscule,0,253,0,MANGA
Higurashi no Naku Koro ni Kai Minagoroshi-hen,0,25,6,MANGA
Gogo Monster,0,5,1,MANGA
Honto no Kanojo,0,13,1,MANGA
Isuca,0,66,9,MANGA
Baki Dou,0,198,22,MANGA
Hadashi no Gen,0,54,10,MANGA
Ao Haru Ride,0,20,6,NOVEL
Oumagadoki Doubutsuen,0,38,5,MANGA
Umineko no Naku Koro ni Chiru Episode 6: Dawn of the Golden Witch,0,26,6,MANGA
Saitou-kun wa Esper Rashii,0,27,4,MANGA
Melty Blood,0,55,9,MANGA
Ito Junji Kyoufu Manga Collection - Souichi no Tanoshii Nikki,0,6,1,MANGA
Aru Asa Okitara,0,1,0,ONE_SHOT
Koibana Onsen,0,64,9,MANGA
Ryuushika Ryuushika,0,71,10,MANGA
Gakusen Toshi Asterisk,0,37,5,MANGA
Crayon Days: Daikirai na Aitsu,0,27,4,MANGA
Ushio to Tora,0,313,33,MANGA
